set_number,combine objective,solar objective,wind objective,ratio
1,14.433,2.862,9.018,1.21
2,15.484,2.677,10.218,1.2
3,14.367,2.765,8.672,1.26
4,12.249,2.775,6.713,1.29
5,12.443,2.695,7.074,1.27
6,12.575,2.605,7.319,1.27
7,12.839,2.711,8.069,1.19
8,14.743,2.622,8.783,1.29
9,12.336,2.763,7.094,1.25
10,14.329,2.702,9.736,1.15
