set_number,combine objective,solar objective,wind objective,ratio
1,99.037,51.715,15.588,1.47
2,90.169,54.657,12.975,1.33
3,94.105,51.691,13.519,1.44
4,89.95,52.048,12.894,1.39
5,88.625,51.282,13.221,1.37
6,90.725,54.33,13.257,1.34
7,97.157,51.604,15.824,1.44
8,90.089,52.133,12.98,1.38
9,86.568,52.597,12.711,1.33
10,90.713,53.377,13.39,1.36
