set_number,combine objective,solar objective,wind objective,ratio
1,198.29,44.576,131.341,1.13
2,158.637,44.266,92.078,1.16
3,162.932,46.594,89.127,1.2
4,151.172,43.951,87.154,1.15
5,157.229,42.457,91.311,1.18
6,160.803,46.443,91.363,1.17
7,166.51,45.528,93.896,1.19
8,153.074,43.514,87.562,1.17
9,150.116,45.746,85.724,1.14
10,156.163,44.2,88.724,1.17
