set_number,combine objective,solar objective,wind objective,ratio
1,12.107,11.745,0.055,1.03
2,12.42,12.084,0.059,1.02
3,12.164,11.731,0.061,1.03
4,11.278,10.888,0.057,1.03
5,12.087,11.736,0.058,1.02
6,11.159,10.698,0.056,1.04
7,12.061,11.802,0.055,1.02
8,13.156,12.863,0.056,1.02
9,12.081,11.641,0.055,1.03
10,12.039,11.561,0.057,1.04
