set_number,combine objective,solar objective,wind objective,ratio
1,8.95,5.751,1.155,1.3
2,8.758,5.911,0.992,1.27
3,9.6,6.163,1.321,1.28
4,9.251,6.471,1.348,1.18
5,8.749,6.145,0.996,1.23
6,8.549,5.813,0.971,1.26
7,8.639,6.357,0.98,1.18
8,8.986,5.778,1.082,1.31
9,8.737,5.905,1.01,1.26
10,8.818,6.057,0.964,1.26
