set_number,combine objective,solar objective,wind objective,ratio
1,45.831,41.6,1.028,1.08
2,49.54,43.915,1.092,1.1
3,48.033,43.567,1.018,1.08
4,47.024,42.67,1.037,1.08
5,50.428,44.738,1.067,1.1
6,47.201,43.23,0.976,1.07
7,45.629,41.076,0.983,1.08
8,47.977,43.12,0.997,1.09
9,49.664,43.271,1.062,1.12
10,43.148,40.192,0.975,1.05
