set_number,combine objective,solar objective,wind objective,ratio
1,129.396,82.709,19.913,1.26
2,122.479,82.866,13.283,1.27
3,132.426,80.702,15.013,1.38
4,120.293,80.561,11.929,1.3
5,132.053,83.427,19.878,1.28
6,121.617,82.87,12.792,1.27
7,130.625,91.01,13.888,1.25
8,127.436,82.983,15.041,1.3
9,128.89,85.358,12.83,1.31
10,124.325,83.898,11.866,1.3
