set_number,combine objective,solar objective,wind objective,ratio
1,1515.372,1115.926,145.471,1.2
2,1495.897,1175.183,148.279,1.13
3,1498.537,1123.971,148.905,1.18
4,1446.227,1125.098,148.825,1.14
5,1567.149,1138.703,153.382,1.21
6,1481.804,1121.074,148.705,1.17
7,1470.454,1110.661,144.851,1.17
8,1493.643,990.321,148.261,1.31
9,1600.698,1166.059,148.341,1.22
10,1620.717,1184.66,157.933,1.21
