set_number,combine objective,solar objective,wind objective,ratio
1,152.731,17.506,96.259,1.34
2,157.275,18.944,112.498,1.2
3,167.648,18.814,118.447,1.22
4,149.267,18.922,101.365,1.24
5,152.325,20.054,101.096,1.26
6,138.312,19.498,93.201,1.23
7,167.173,20.476,114.536,1.24
8,189.99,20.451,149.3,1.12
9,162.737,20.439,115.449,1.2
10,221.389,18.733,181.687,1.1
