set_number,combine objective,solar objective,wind objective,ratio
1,1.367,0.063,1.231,1.06
2,1.406,0.063,1.186,1.13
3,1.451,0.061,1.262,1.1
4,1.391,0.059,1.215,1.09
5,1.325,0.065,1.167,1.08
6,1.469,0.066,1.258,1.11
7,1.389,0.067,1.215,1.08
8,1.426,0.06,1.236,1.1
9,1.368,0.056,1.208,1.08
10,1.393,0.064,1.23,1.08
