set_number,combine objective,solar objective,wind objective,ratio
1,144.51,39.226,72.527,1.29
2,145.54,41.094,69.62,1.31
3,144.973,39.545,81.44,1.2
4,128.405,40.891,55.227,1.34
5,142.381,40.126,67.556,1.32
6,153.64,41.763,79.336,1.27
7,126.414,39.935,53.982,1.35
8,128.462,40.305,54.233,1.36
9,150.825,40.177,76.07,1.3
10,140.756,41.648,75.71,1.2
