set_number,combine objective,solar objective,wind objective,ratio
1,1741.985,832.232,695.87,1.14
2,1788.749,832.032,815.38,1.09
3,1910.589,823.443,927.91,1.09
4,2010.602,833.843,1031.21,1.08
5,1814.562,829.403,860.551,1.07
6,1792.775,829.12,775.644,1.12
7,1938.718,827.878,920.573,1.11
8,1838.911,836.955,854.461,1.09
9,1872.578,826.979,872.738,1.1
10,1772.962,837.688,774.994,1.1
