set_number,combine objective,solar objective,wind objective,ratio
1,130.86,4.246,120.882,1.05
2,198.477,4.294,190.904,1.02
3,134.58,4.218,123.041,1.06
4,171.47,4.374,160.602,1.04
5,126.565,4.313,114.418,1.07
6,125.382,4.387,114.313,1.06
7,130.416,3.938,120.678,1.05
8,169.896,4.27,161.23,1.03
9,176.42,4.321,167.554,1.03
10,172.273,4.147,162.79,1.03
