set_number,combine objective,solar objective,wind objective,ratio
1,260.216,83.336,122.735,1.26
2,228.306,83.228,84.533,1.36
3,229.004,82.521,92.741,1.31
4,273.976,83.066,127.061,1.3
5,230.425,87.253,78.657,1.39
6,265.777,84.169,119.479,1.31
7,237.449,80.284,84.051,1.44
8,230.713,81.547,74.346,1.48
9,222.999,86.914,69.265,1.43
10,267.219,88.189,125.494,1.25
