set_number,combine objective,solar objective,wind objective,ratio
1,17.646,1.478,13.762,1.16
2,21.584,1.577,17.753,1.12
3,15.704,1.691,11.472,1.19
4,29.337,1.629,24.99,1.1
5,19.66,1.676,14.832,1.19
6,14.776,1.515,10.74,1.21
7,18.667,1.755,14.514,1.15
8,12.89,1.541,7.745,1.39
9,18.644,1.592,14.187,1.18
10,16.609,1.495,12.73,1.17
