set_number,combine objective,solar objective,wind objective,ratio
1,7.332,0.194,6.794,1.05
2,8.44,0.216,7.813,1.05
3,9.04,0.204,8.596,1.03
4,7.125,0.223,6.332,1.09
5,7.347,0.198,6.624,1.08
6,9.133,0.193,8.536,1.05
7,6.717,0.204,5.956,1.09
8,11.534,0.215,11.034,1.03
9,6.869,0.208,6.257,1.06
10,6.891,0.201,6.414,1.04
