set_number,combine objective,solar objective,wind objective,ratio
1,27.616,27.276,0.054,1.01
2,30.101,29.924,0.049,1.0
3,28.776,28.493,0.052,1.01
4,28.085,27.75,0.054,1.01
5,27.526,27.188,0.052,1.01
6,29.691,29.429,0.054,1.01
7,28.209,28.004,0.052,1.01
8,28.691,28.424,0.052,1.01
9,27.318,27.094,0.052,1.01
10,28.964,28.745,0.053,1.01
