set_number,combine objective,solar objective,wind objective,ratio
1,8.381,5.007,1.075,1.38
2,7.267,4.35,1.011,1.36
3,7.233,4.541,1.093,1.28
4,7.645,4.586,1.03,1.36
5,8.304,4.538,1.111,1.47
6,7.444,4.46,1.036,1.35
7,7.122,4.394,0.991,1.32
8,7.64,4.941,1.028,1.28
9,7.33,4.297,1.083,1.36
10,8.324,4.676,1.073,1.45
