set_number,combine objective,solar objective,wind objective,ratio
1,50.986,46.438,1.645,1.06
2,53.567,49.5,1.411,1.05
3,52.35,47.492,1.508,1.07
4,52.199,47.903,1.887,1.05
5,53.003,49.024,1.214,1.06
6,51.188,46.234,1.474,1.07
7,51.253,47.22,1.209,1.06
8,51.684,46.596,1.241,1.08
9,54.454,49.845,1.686,1.06
10,51.735,46.686,1.621,1.07
