set_number,combine objective,solar objective,wind objective,ratio
1,336.874,239.65,44.274,1.19
2,333.097,243.567,42.243,1.17
3,363.782,239.351,63.953,1.2
4,335.772,243.758,37.977,1.19
5,358.99,238.44,58.472,1.21
6,338.256,234.971,58.212,1.15
7,353.301,243.193,50.487,1.2
8,337.139,243.838,34.71,1.21
9,327.08,240.794,36.142,1.18
10,342.284,240.017,50.877,1.18
