set_number,combine objective,solar objective,wind objective,ratio
1,129.784,105.316,6.893,1.16
2,141.899,109.58,7.728,1.21
3,139.102,108.453,11.494,1.16
4,141.469,102.28,7.716,1.29
5,142.022,108.078,10.44,1.2
6,138.069,112.713,7.197,1.15
7,142.749,112.336,7.764,1.19
8,138.313,108.322,7.736,1.19
9,142.205,112.673,5.74,1.2
10,141.353,106.673,6.893,1.24
