set_number,combine objective,solar objective,wind objective,ratio
1,9.55,1.594,6.124,1.24
2,9.121,1.691,5.696,1.23
3,9.163,1.706,5.777,1.22
4,8.623,1.72,5.54,1.19
5,10.336,1.685,7.189,1.16
6,9.492,1.798,6.354,1.16
7,9.657,1.778,6.17,1.22
8,9.202,1.749,5.773,1.22
9,10.03,1.789,6.422,1.22
10,9.381,1.81,5.811,1.23
