set_number,combine objective,solar objective,wind objective,ratio
1,52.081,46.343,1.846,1.08
2,50.618,44.485,2.071,1.09
3,51.851,44.567,2.498,1.1
4,53.656,47.202,2.212,1.09
5,51.388,45.525,1.931,1.08
6,52.213,45.038,2.56,1.1
7,52.651,46.006,2.464,1.09
8,52.356,46.462,2.468,1.07
9,49.501,43.859,1.927,1.08
10,49.868,44.12,2.524,1.07
