set_number,combine objective,solar objective,wind objective,ratio
1,67.668,3.831,58.694,1.08
2,71.063,3.913,62.613,1.07
3,64.517,3.953,55.809,1.08
4,64.483,3.942,56.986,1.06
5,67.796,4.051,58.479,1.08
6,62.252,3.866,53.934,1.08
7,63.069,3.901,55.979,1.05
8,62.79,3.895,54.486,1.08
9,63.197,4.077,54.887,1.07
10,69.169,4.007,59.77,1.08
