set_number,combine objective,solar objective,wind objective,ratio
1,121.125,99.088,5.526,1.16
2,128.007,103.383,5.7,1.17
3,130.489,100.797,6.484,1.22
4,128.602,95.694,5.903,1.27
5,132.288,101.207,5.937,1.23
6,128.035,102.311,5.58,1.19
7,131.132,106.341,5.96,1.17
8,130.767,98.197,5.775,1.26
9,131.34,104.004,5.467,1.2
10,130.364,99.665,5.676,1.24
