set_number,combine objective,solar objective,wind objective,ratio
1,67.003,2.357,60.001,1.07
2,69.837,2.607,61.269,1.09
3,66.862,2.371,60.295,1.07
4,69.143,2.481,61.94,1.07
5,66.778,2.573,60.57,1.06
6,67.802,2.621,61.446,1.06
7,70.386,2.613,62.724,1.08
8,71.221,2.484,63.864,1.07
9,67.066,2.653,59.196,1.08
10,69.046,2.54,62.512,1.06
