set_number,combine objective,solar objective,wind objective,ratio
1,20.47,20.128,0.064,1.01
2,19.609,19.319,0.056,1.01
3,19.701,19.221,0.083,1.02
4,20.108,19.829,0.059,1.01
5,21.077,20.709,0.055,1.02
6,20.542,20.337,0.057,1.01
7,19.619,19.294,0.058,1.01
8,20.18,20.036,0.057,1.0
9,21.859,21.563,0.056,1.01
10,21.422,21.227,0.078,1.01
