set_number,combine objective,solar objective,wind objective,ratio
1,217.307,78.913,89.244,1.29
2,191.308,78.133,71.796,1.28
3,208.762,78.529,71.529,1.39
4,255.838,79.661,135.209,1.19
5,215.385,75.901,111.262,1.15
6,206.725,75.388,83.211,1.3
7,188.557,77.263,59.324,1.38
8,195.54,80.674,68.719,1.31
9,220.925,77.013,101.154,1.24
10,210.936,75.69,69.67,1.45
