set_number,combine objective,solar objective,wind objective,ratio
1,353.898,115.401,126.125,1.47
2,368.047,113.126,161.256,1.34
3,371.576,107.799,140.071,1.5
4,374.671,113.995,150.394,1.42
5,446.371,117.516,188.154,1.46
6,423.762,110.727,188.301,1.42
7,370.764,106.319,141.239,1.5
8,354.089,112.24,137.093,1.42
9,360.62,115.91,129.765,1.47
10,342.114,105.62,119.464,1.52
