set_number,combine objective,solar objective,wind objective,ratio
1,69.045,0.049,68.948,1.0
2,63.404,0.045,63.314,1.0
3,75.14,0.046,75.071,1.0
4,78.321,0.049,78.195,1.0
5,90.73,0.049,90.647,1.0
6,67.531,0.046,67.452,1.0
7,80.409,0.047,80.31,1.0
8,88.237,0.051,88.147,1.0
9,96.343,0.044,96.262,1.0
10,89.935,0.047,89.866,1.0
