set_number,combine objective,solar objective,wind objective,ratio
1,77.196,0.292,76.551,1.0
2,87.685,0.295,87.087,1.0
3,92.754,0.281,92.258,1.0
4,74.356,0.288,73.783,1.0
5,84.012,0.292,83.258,1.01
6,77.763,0.297,77.22,1.0
7,69.0,0.301,68.275,1.01
8,58.067,0.307,57.444,1.01
9,70.176,0.307,69.365,1.01
10,68.539,0.306,67.946,1.0
