set_number,combine objective,solar objective,wind objective,ratio
1,96.506,0.016,96.471,1.0
2,68.934,0.015,68.884,1.0
3,60.154,0.016,60.098,1.0
4,96.19,0.015,96.138,1.0
5,88.647,0.015,88.603,1.0
6,70.965,0.016,70.917,1.0
7,68.014,0.016,67.961,1.0
8,77.927,0.016,77.898,1.0
9,56.437,0.015,56.369,1.0
10,83.653,0.015,83.625,1.0
