set_number,combine objective,solar objective,wind objective,ratio
1,14.287,2.241,9.251,1.24
2,13.805,2.204,9.277,1.2
3,12.584,2.262,8.049,1.22
4,14.04,2.143,9.824,1.17
5,14.547,2.194,10.742,1.12
6,20.148,2.106,16.599,1.08
7,15.294,2.147,10.349,1.22
8,19.636,2.144,16.011,1.08
9,13.789,2.222,9.67,1.16
10,14.094,2.209,9.74,1.18
