set_number,combine objective,solar objective,wind objective,ratio
1,146.49,0.018,146.441,1.0
2,107.472,0.017,107.429,1.0
3,111.365,0.017,111.313,1.0
4,124.126,0.017,124.065,1.0
5,113.62,0.017,113.562,1.0
6,126.913,0.019,126.87,1.0
7,95.719,0.018,95.646,1.0
8,127.058,0.018,127.004,1.0
9,96.539,0.017,96.488,1.0
10,102.53,0.017,102.499,1.0
