set_number,combine objective,solar objective,wind objective,ratio
1,965.906,413.936,285.792,1.38
2,1001.444,447.822,286.424,1.36
3,1029.481,454.357,301.038,1.36
4,991.356,423.669,278.91,1.41
5,981.899,420.879,292.368,1.38
6,1067.263,431.672,302.249,1.45
7,924.401,418.599,278.272,1.33
8,938.037,406.82,281.04,1.36
9,899.619,405.069,270.69,1.33
10,960.624,433.55,275.965,1.35
