set_number,combine objective,solar objective,wind objective,ratio
1,302.742,190.176,38.163,1.33
2,269.461,171.118,37.093,1.29
3,264.111,177.575,36.852,1.23
4,296.491,182.37,38.176,1.34
5,277.133,180.494,37.329,1.27
6,309.7,185.642,37.726,1.39
7,289.757,173.375,38.157,1.37
8,276.019,186.817,38.883,1.22
9,284.98,187.49,36.129,1.27
10,276.169,179.242,35.57,1.29
