set_number,combine objective,solar objective,wind objective,ratio
1,91.827,59.842,12.851,1.26
2,93.849,61.475,12.921,1.26
3,92.661,60.717,12.967,1.26
4,92.462,58.066,12.386,1.31
5,87.135,57.252,12.555,1.25
6,95.148,62.342,12.779,1.27
7,99.771,59.189,12.604,1.39
8,96.696,62.216,12.663,1.29
9,97.89,64.011,12.547,1.28
10,87.097,59.755,12.029,1.21
