set_number,combine objective,solar objective,wind objective,ratio
1,5.984,0.191,5.432,1.06
2,5.744,0.181,5.139,1.08
3,5.637,0.17,5.148,1.06
4,5.88,0.18,5.329,1.07
5,5.414,0.173,4.971,1.05
6,6.053,0.171,5.455,1.08
7,6.02,0.174,5.418,1.08
8,5.595,0.168,5.1,1.06
9,5.583,0.179,5.125,1.05
10,5.582,0.17,4.987,1.08
