set_number,combine objective,solar objective,wind objective,ratio
1,6.401,0.178,5.782,1.07
2,6.52,0.182,5.856,1.08
3,6.141,0.174,5.731,1.04
4,6.067,0.182,5.419,1.08
5,6.287,0.177,5.739,1.06
6,6.217,0.173,5.713,1.06
7,5.838,0.182,5.407,1.04
8,7.236,0.169,6.518,1.08
9,5.995,0.16,5.386,1.08
10,5.859,0.168,5.356,1.06
