set_number,combine objective,solar objective,wind objective,ratio
1,113.1,90.612,5.318,1.18
2,119.268,95.187,5.449,1.19
3,122.13,86.336,5.423,1.33
4,114.082,88.125,5.646,1.22
5,121.554,90.007,5.702,1.27
6,118.644,92.968,5.342,1.21
7,117.621,94.254,5.612,1.18
8,121.428,89.355,5.51,1.28
9,107.101,86.985,5.249,1.16
10,116.152,93.68,5.457,1.17
