set_number,combine objective,solar objective,wind objective,ratio
1,816.673,500.155,175.724,1.21
2,891.665,497.497,183.836,1.31
3,850.651,511.666,183.841,1.22
4,880.361,505.988,182.56,1.28
5,862.705,496.983,186.858,1.26
6,872.118,512.548,190.724,1.24
7,831.543,516.169,186.993,1.18
8,850.203,495.121,185.049,1.25
9,820.504,518.335,180.337,1.17
10,844.342,514.014,204.869,1.17
