set_number,combine objective,solar objective,wind objective,ratio
1,3585.489,1589.699,874.287,1.46
2,3717.954,1712.274,907.228,1.42
3,3355.262,1588.873,872.584,1.36
4,3727.496,1531.507,1320.473,1.31
5,3524.719,1589.825,864.999,1.44
6,3252.33,1570.347,821.508,1.36
7,3738.16,1629.763,967.112,1.44
8,3084.747,1473.528,835.943,1.34
9,3624.481,1611.556,875.269,1.46
10,3756.772,1544.537,1553.092,1.21
