set_number,combine objective,solar objective,wind objective,ratio
1,7.766,0.091,7.187,1.07
2,12.19,0.103,11.835,1.02
3,10.472,0.101,10.211,1.02
4,8.626,0.094,8.146,1.05
5,13.766,0.099,13.501,1.01
6,15.155,0.105,14.826,1.02
7,11.325,0.1,10.984,1.02
8,11.398,0.092,11.058,1.02
9,8.207,0.091,7.915,1.03
10,11.903,0.106,11.42,1.03
