set_number,combine objective,solar objective,wind objective,ratio
1,195.343,41.335,126.773,1.16
2,184.537,42.907,111.541,1.19
3,165.794,41.608,94.602,1.22
4,175.059,42.599,106.015,1.18
5,181.302,42.049,112.661,1.17
6,163.504,42.518,95.462,1.18
7,168.998,41.047,97.294,1.22
8,172.779,40.736,103.696,1.2
9,226.01,40.632,166.652,1.09
10,165.653,40.829,95.658,1.21
