set_number,combine objective,solar objective,wind objective,ratio
1,160.644,39.559,98.116,1.17
2,158.918,41.129,93.417,1.18
3,150.717,37.751,90.223,1.18
4,159.443,41.004,94.141,1.18
5,162.053,39.826,97.543,1.18
6,152.259,39.08,91.668,1.16
7,156.706,37.989,93.807,1.19
8,161.724,38.788,96.229,1.2
9,168.767,38.655,99.186,1.22
10,151.223,38.726,91.496,1.16
