set_number,combine objective,solar objective,wind objective,ratio
1,125.564,35.887,53.953,1.4
2,123.921,36.92,54.757,1.35
3,120.626,35.351,54.578,1.34
4,118.487,37.989,47.836,1.38
5,122.968,37.119,50.13,1.41
6,114.942,37.676,52.548,1.27
7,111.69,36.627,48.912,1.31
8,119.605,36.303,50.317,1.38
9,127.026,35.686,51.959,1.45
10,116.32,36.51,50.072,1.34
