set_number,combine objective,solar objective,wind objective,ratio
1,85.759,48.535,13.342,1.39
2,82.321,51.113,12.359,1.3
3,84.742,47.477,12.881,1.4
4,85.239,48.468,12.271,1.4
5,78.436,47.338,12.21,1.32
6,85.798,49.879,12.619,1.37
7,88.701,48.255,13.114,1.45
8,84.159,46.141,12.383,1.44
9,80.725,48.289,12.136,1.34
10,81.724,49.818,12.648,1.31
