set_number,combine objective,solar objective,wind objective,ratio
1,3922.097,1700.187,1137.919,1.38
2,4363.322,1821.604,1515.299,1.31
3,3890.601,1714.633,1514.434,1.2
4,4337.975,1647.698,1706.515,1.29
5,3970.336,1779.578,1121.201,1.37
6,3685.278,1698.182,892.42,1.42
7,4364.699,1751.822,1540.971,1.33
8,3628.727,1603.589,968.307,1.41
9,4033.045,1723.673,1436.139,1.28
10,4686.966,1696.588,2079.521,1.24
