set_number,combine objective,solar objective,wind objective,ratio
1,49.866,0.26,49.256,1.01
2,62.052,0.266,61.371,1.01
3,72.37,0.244,71.743,1.01
4,64.058,0.251,63.355,1.01
5,65.854,0.262,65.167,1.01
6,58.931,0.259,58.195,1.01
7,54.429,0.263,53.868,1.01
8,43.598,0.282,43.047,1.01
9,55.313,0.284,54.684,1.01
10,46.206,0.278,45.549,1.01
