set_number,combine objective,solar objective,wind objective,ratio
1,109.193,70.29,6.499,1.42
2,90.091,65.223,5.994,1.27
3,99.019,68.325,6.379,1.33
4,101.739,63.032,6.07,1.47
5,110.676,64.206,9.094,1.51
6,91.768,65.755,6.187,1.28
7,106.574,78.256,6.085,1.26
8,103.372,66.762,6.316,1.41
9,108.035,67.995,6.318,1.45
10,104.286,72.644,6.197,1.32
