set_number,combine objective,solar objective,wind objective,ratio
1,891.753,390.576,272.424,1.35
2,940.813,415.256,273.057,1.37
3,956.115,430.649,287.67,1.33
4,923.936,392.509,265.542,1.4
5,874.381,394.373,279.0,1.3
6,979.559,407.382,288.881,1.41
7,844.103,395.063,264.905,1.28
8,829.4,369.129,267.672,1.3
9,795.272,377.832,257.323,1.25
10,868.5,397.278,262.597,1.32
