set_number,combine objective,solar objective,wind objective,ratio
1,14.508,13.989,0.064,1.03
2,14.721,14.212,0.115,1.03
3,14.457,14.068,0.115,1.02
4,13.658,13.312,0.084,1.02
5,14.83,14.482,0.066,1.02
6,14.142,13.701,0.083,1.03
7,14.3,14.041,0.068,1.01
8,14.792,14.406,0.071,1.02
9,14.78,14.444,0.064,1.02
10,14.461,13.872,0.063,1.04
