set_number,combine objective,solar objective,wind objective,ratio
1,9.609,6.79,1.109,1.22
2,9.286,6.337,1.055,1.26
3,9.789,6.377,1.48,1.25
4,9.983,6.874,1.251,1.23
5,9.768,6.427,1.022,1.31
6,9.502,6.624,1.021,1.24
7,9.593,6.49,1.067,1.27
8,9.978,6.492,1.365,1.27
9,10.242,6.384,1.131,1.36
10,9.27,6.317,0.964,1.27
