set_number,combine objective,solar objective,wind objective,ratio
1,30.349,30.044,0.078,1.01
2,31.57,31.371,0.062,1.0
3,30.847,30.614,0.059,1.01
4,30.877,30.544,0.07,1.01
5,29.21,28.875,0.064,1.01
6,31.635,31.348,0.058,1.01
7,29.707,29.52,0.055,1.0
8,30.883,30.665,0.061,1.01
9,30.149,29.767,0.054,1.01
10,30.893,30.578,0.066,1.01
