set_number,combine objective,solar objective,wind objective,ratio
1,45.173,0.292,44.626,1.01
2,33.595,0.29,33.051,1.01
3,32.212,0.287,31.376,1.02
4,43.428,0.272,42.689,1.01
5,43.581,0.302,42.766,1.01
6,48.933,0.306,48.187,1.01
7,42.673,0.294,42.114,1.01
8,56.631,0.291,55.94,1.01
9,37.806,0.306,37.167,1.01
10,49.273,0.292,48.655,1.01
