set_number,combine objective,solar objective,wind objective,ratio
1,219.256,72.676,70.449,1.53
2,201.24,75.483,67.662,1.41
3,204.882,76.225,67.731,1.42
4,220.826,72.758,81.475,1.43
5,215.294,77.783,66.957,1.49
6,247.469,73.032,71.304,1.71
7,205.091,75.193,70.65,1.41
8,188.695,75.773,64.448,1.35
9,200.249,78.586,65.794,1.39
10,210.287,79.915,76.187,1.35
