set_number,combine objective,solar objective,wind objective,ratio
1,8.884,6.214,0.942,1.24
2,8.487,5.948,0.938,1.23
3,9.206,5.977,1.003,1.32
4,9.407,6.325,0.957,1.29
5,9.058,5.964,0.97,1.31
6,8.838,6.23,0.948,1.23
7,8.933,6.04,0.97,1.27
8,9.16,5.996,1.045,1.3
9,9.39,6.055,0.973,1.34
10,8.523,5.972,0.923,1.24
