set_number,combine objective,solar objective,wind objective,ratio
1,1.267,0.074,1.087,1.09
2,1.551,0.07,1.415,1.04
3,1.392,0.069,1.218,1.08
4,1.383,0.07,1.176,1.11
5,1.311,0.067,1.174,1.06
6,1.513,0.071,1.288,1.11
7,1.602,0.07,1.445,1.06
8,1.246,0.07,1.061,1.1
9,1.311,0.064,1.15,1.08
10,1.279,0.066,1.096,1.1
