set_number,combine objective,solar objective,wind objective,ratio
1,106.706,4.1,97.432,1.05
2,148.08,4.084,138.06,1.04
3,138.146,3.949,130.144,1.03
4,110.867,4.095,102.644,1.04
5,143.232,3.913,131.737,1.06
6,136.538,4.059,127.296,1.04
7,135.274,3.822,126.569,1.04
8,168.64,4.062,158.606,1.04
9,156.871,4.058,148.015,1.03
10,163.443,3.82,154.879,1.03
