set_number,combine objective,solar objective,wind objective,ratio
1,12.363,12.138,0.052,1.01
2,11.528,11.257,0.052,1.02
3,11.501,11.25,0.053,1.02
4,11.776,11.466,0.051,1.02
5,12.595,12.228,0.053,1.03
6,12.934,12.635,0.052,1.02
7,12.33,12.084,0.052,1.02
8,10.931,10.648,0.053,1.02
9,12.278,12.097,0.057,1.01
10,12.207,12.031,0.052,1.01
