set_number,combine objective,solar objective,wind objective,ratio
1,237.039,116.487,44.899,1.47
2,255.786,109.379,43.431,1.67
3,221.415,110.002,49.041,1.39
4,268.052,114.262,44.853,1.68
5,230.33,111.258,42.725,1.5
6,221.145,100.34,42.845,1.54
7,240.558,119.911,43.023,1.48
8,270.114,123.74,44.07,1.61
9,223.194,114.44,43.713,1.41
10,238.105,120.318,42.791,1.46
