set_number,combine objective,solar objective,wind objective,ratio
1,3.886,0.053,3.759,1.02
2,5.558,0.053,5.447,1.01
3,3.827,0.051,3.718,1.02
4,5.433,0.053,5.322,1.01
5,3.084,0.052,2.991,1.01
6,3.847,0.051,3.712,1.02
7,4.876,0.051,4.739,1.02
8,4.629,0.05,4.497,1.02
9,3.748,0.056,3.612,1.02
10,3.865,0.054,3.74,1.02
