set_number,combine objective,solar objective,wind objective,ratio
1,77.866,4.545,66.23,1.1
2,83.956,4.626,69.52,1.13
3,76.687,4.705,66.528,1.08
4,73.997,4.676,62.216,1.11
5,83.463,4.622,72.987,1.08
6,72.345,4.551,59.503,1.13
7,72.676,4.539,60.963,1.11
8,70.09,4.567,59.372,1.1
9,70.917,4.752,59.969,1.1
10,91.481,4.592,80.335,1.08
