set_number,combine objective,solar objective,wind objective,ratio
1,12.393,1.183,8.421,1.29
2,17.984,1.338,13.997,1.17
3,10.645,1.375,6.564,1.34
4,19.411,1.342,14.789,1.2
5,15.27,1.281,11.866,1.16
6,9.817,1.153,6.358,1.31
7,12.253,1.396,6.958,1.47
8,10.003,1.239,6.386,1.31
9,12.223,1.311,6.615,1.54
10,11.575,1.406,6.67,1.43
